family,space,layer,condition,kind,pos_bucket,mean,lo,hi,n_prompts
base,sucat,8,shuffled,raw_tool,70,0.05616457015275955,0.05616457015275955,0.05616457015275955,1
base,sucat,8,shuffled,raw_tool,80,0.04488237574696541,0.04488237574696541,0.04488237574696541,1
base,sucat,8,shuffled,raw_tool,90,0.03401537612080574,0.03401537612080574,0.03401537612080574,1
base,sucat,8,shuffled,minus_null,0,0.0024724621325731277,0.001354983076453209,0.0035899411886930466,2
base,sucat,8,shuffled,minus_null,10,0.014716137200593948,0.014458881691098213,0.014973392710089684,2
base,sucat,8,shuffled,minus_null,20,0.07123426254838705,0.012642933055758476,0.12982559204101562,2
base,sucat,8,shuffled,minus_null,30,0.1838346985168755,0.009893410839140415,0.3577759861946106,2
base,sucat,8,shuffled,minus_null,40,0.3295177072286606,0.02656826376914978,0.6324671506881714,2
base,sucat,8,shuffled,minus_null,50,0.14450558926910162,0.024741647765040398,0.26426953077316284,2
base,sucat,8,shuffled,minus_null,60,0.08076556585729122,0.04563840106129646,0.11589273065328598,2
base,sucat,8,shuffled,minus_null,70,0.053435683250427246,0.053435683250427246,0.053435683250427246,1
base,sucat,8,shuffled,minus_null,80,0.09858381003141403,0.09858381003141403,0.09858381003141403,1
base,sucat,8,shuffled,minus_null,90,0.22886362671852112,0.22886362671852112,0.22886362671852112,1
base,sucat,8,reversed,raw,0,0.01319569582119584,0.011170724406838417,0.015220667235553265,2
base,sucat,8,reversed,raw,10,0.08645986299961805,0.02965225838124752,0.1432674676179886,2
base,sucat,8,reversed,raw,20,0.3541662935167551,0.06125693395733833,0.6470756530761719,2
base,sucat,8,reversed,raw,30,0.22521992027759552,0.03826117515563965,0.4121786653995514,2
base,sucat,8,reversed,raw,40,0.2904411032795906,0.06267900764942169,0.5182031989097595,2
base,sucat,8,reversed,raw,50,0.49569913372397423,0.04891388863325119,0.9424843788146973,2
base,sucat,8,reversed,raw,60,0.420758206397295,0.0728282704949379,0.7686881422996521,2
base,sucat,8,reversed,raw,70,0.08662305027246475,0.08662305027246475,0.08662305027246475,1
base,sucat,8,reversed,raw,80,0.5155817866325378,0.5155817866325378,0.5155817866325378,1
base,sucat,8,reversed,raw,90,0.7692775130271912,0.7692775130271912,0.7692775130271912,1
base,sucat,8,reversed,raw_system,0,0.019887056667357683,0.014561506919562817,0.02521260641515255,2
base,sucat,8,reversed,raw_system,10,0.12714634835720062,0.08429591357707977,0.16999678313732147,2
base,sucat,8,reversed,raw_system,20,0.013841666281223297,0.0034439805895090103,0.024239351972937584,2
base,sucat,8,reversed,raw_system,30,0.0017838812782429159,0.0011300834594294429,0.002437679097056389,2
base,sucat,8,reversed,raw_system,40,0.0018937313579954207,0.0005526590393856168,0.0032348036766052246,2
base,sucat,8,reversed,raw_system,50,0.0007889196040196111,2.3548211174784228e-05,0.001554290996864438,2
base,sucat,8,reversed,raw_system,60,0.0015279325016308576,0.0008924909052439034,0.0021633740980178118,2
base,sucat,8,reversed,raw_system,70,0.00015699407958891243,0.00015699407958891243,0.00015699407958891243,1
base,sucat,8,reversed,raw_system,80,2.1204392396612093e-05,2.1204392396612093e-05,2.1204392396612093e-05,1
base,sucat,8,reversed,raw_system,90,1.1137497494928539e-05,1.1137497494928539e-05,1.1137497494928539e-05,1
base,sucat,8,reversed,raw_user,0,0.8948023915290833,0.8627555966377258,0.9268491864204407,2
base,sucat,8,reversed,raw_user,10,0.5368914902210236,0.38340604305267334,0.6903769373893738,2
base,sucat,8,reversed,raw_user,20,0.4976840540766716,0.1122264713048935,0.8831416368484497,2
base,sucat,8,reversed,raw_user,30,0.47267826553434134,0.003506643697619438,0.9418498873710632,2
base,sucat,8,reversed,raw_user,40,0.4607041256967932,0.0036828075535595417,0.9177254438400269,2
base,sucat,8,reversed,raw_user,50,0.46739397459168686,9.574518480803818e-05,0.9346922039985657,2
base,sucat,8,reversed,raw_user,60,0.4775575269013643,0.04631904140114784,0.9087960124015808,2
base,sucat,8,reversed,raw_user,70,0.8767884373664856,0.8767884373664856,0.8767884373664856,1
base,sucat,8,reversed,raw_user,80,0.37311381101608276,0.37311381101608276,0.37311381101608276,1
base,sucat,8,reversed,raw_user,90,0.15270958840847015,0.15270958840847015,0.15270958840847015,1
base,sucat,8,reversed,raw_assistant,0,0.01003265957115218,0.001897715381346643,0.018167603760957718,2
base,sucat,8,reversed,raw_assistant,10,0.20251267403364182,0.06281809508800507,0.34220725297927856,2
base,sucat,8,reversed,raw_assistant,20,0.05747021548449993,0.02003173902630806,0.0949086919426918,2
base,sucat,8,reversed,raw_assistant,30,0.29505310114473104,0.012195540592074394,0.5779106616973877,2
base,sucat,8,reversed,raw_assistant,40,0.23650908982381225,0.005037794820964336,0.46798038482666016,2
base,sucat,8,reversed,raw_assistant,50,0.029502095188945532,0.003956093452870846,0.05504809692502022,2
base,sucat,8,reversed,raw_assistant,60,0.09089285624213517,0.002748201135545969,0.17903751134872437,2
base,sucat,8,reversed,raw_assistant,70,3.016257323906757e-05,3.016257323906757e-05,3.016257323906757e-05,1
base,sucat,8,reversed,raw_assistant,80,0.002581039210781455,0.002581039210781455,0.002581039210781455,1
base,sucat,8,reversed,raw_assistant,90,0.029449809342622757,0.029449809342622757,0.029449809342622757,1
base,sucat,8,reversed,raw_tool,0,0.06208219565451145,0.04552089050412178,0.07864350080490112,2
base,sucat,8,reversed,raw_tool,10,0.04698962718248367,0.04682331532239914,0.04715593904256821,2
base,sucat,8,reversed,raw_tool,20,0.07683777203783393,0.011330354027450085,0.14234519004821777,2
base,sucat,8,reversed,raw_tool,30,0.005264815408736467,0.0052556986920535564,0.005273932125419378,2
base,sucat,8,reversed,raw_tool,40,0.010451927315443754,0.00958095584064722,0.011322898790240288,2
base,sucat,8,reversed,raw_tool,50,0.006615855498239398,0.002348202746361494,0.010883508250117302,2
base,sucat,8,reversed,raw_tool,60,0.009263490908779204,0.003791980678215623,0.014735001139342785,2
base,sucat,8,reversed,raw_tool,70,0.03640138357877731,0.03640138357877731,0.03640138357877731,1
base,sucat,8,reversed,raw_tool,80,0.10870210826396942,0.10870210826396942,0.10870210826396942,1
base,sucat,8,reversed,raw_tool,90,0.048551950603723526,0.048551950603723526,0.048551950603723526,1
base,sucat,8,reversed,minus_null,0,0.013022381346672773,0.010992119088768959,0.015052643604576588,2
base,sucat,8,reversed,minus_null,10,0.08333929069340229,0.028884191066026688,0.1377943903207779,2
base,sucat,8,reversed,minus_null,20,0.34726416133344173,0.06067482754588127,0.6338534951210022,2
base,sucat,8,reversed,minus_null,30,0.2088807187974453,0.037735216319561005,0.3800262212753296,2
base,sucat,8,reversed,minus_null,40,0.2889332249760628,0.06264390051364899,0.5152225494384766,2
base,sucat,8,reversed,minus_null,50,0.48798169754445553,0.04875479266047478,0.9272086024284363,2
base,sucat,8,reversed,minus_null,60,0.41931185126304626,0.07267802953720093,0.7659456729888916,2
base,sucat,8,reversed,minus_null,70,0.08657730370759964,0.08657730370759964,0.08657730370759964,1
base,sucat,8,reversed,minus_null,80,0.5155516862869263,0.5155516862869263,0.5155516862869263,1
base,sucat,8,reversed,minus_null,90,0.7692040205001831,0.7692040205001831,0.7692040205001831,1
base,sucat,8,neutral,raw,0,0.00017331389244645834,0.00016802357276901603,0.00017860421212390065,2
base,sucat,8,neutral,raw,10,0.003120571403997019,0.0007680687704123557,0.005473074037581682,2
base,sucat,8,neutral,raw,20,0.006902144348714501,0.000582105596549809,0.013222183100879192,2
base,sucat,8,neutral,raw,30,0.016339197027264163,0.000525957380887121,0.032152436673641205,2
base,sucat,8,neutral,raw,40,0.0015078704564075451,3.510680835461244e-05,0.002980634104460478,2
base,sucat,8,neutral,raw,50,0.007717437940300442,0.00015909483772702515,0.01527578104287386,2
base,sucat,8,neutral,raw,60,0.0014463416373473592,0.00015023817832116038,0.002742445096373558,2
base,sucat,8,neutral,raw,70,4.5745415263809264e-05,4.5745415263809264e-05,4.5745415263809264e-05,1
base,sucat,8,neutral,raw,80,3.0152936233207583e-05,3.0152936233207583e-05,3.0152936233207583e-05,1
base,sucat,8,neutral,raw,90,7.348298095166683e-05,7.348298095166683e-05,7.348298095166683e-05,1
base,sucat,8,neutral,raw_system,0,0.005776119767688215,0.0035326823126524687,0.008019557222723961,2
base,sucat,8,neutral,raw_system,10,0.015920032747089863,0.014127565547823906,0.01771249994635582,2
base,sucat,8,neutral,raw_system,20,0.022905282909050584,0.002877660561352968,0.0429329052567482,2
base,sucat,8,neutral,raw_system,30,0.019173493143171072,0.0077784257009625435,0.0305685605853796,2
base,sucat,8,neutral,raw_system,40,0.004388711939100176,0.001072337501682341,0.007705086376518011,2
base,sucat,8,neutral,raw_system,50,0.00406808708794415,0.002357944380491972,0.005778229795396328,2
base,sucat,8,neutral,raw_system,60,0.0016216298245126382,0.0004833573766518384,0.002759902272373438,2
base,sucat,8,neutral,raw_system,70,0.0027384827844798565,0.0027384827844798565,0.0027384827844798565,1
base,sucat,8,neutral,raw_system,80,0.001220556441694498,0.001220556441694498,0.001220556441694498,1
base,sucat,8,neutral,raw_system,90,0.010660888627171516,0.010660888627171516,0.010660888627171516,1
base,sucat,8,neutral,raw_user,0,0.9677088558673859,0.9480360746383667,0.987381637096405,2
base,sucat,8,neutral,raw_user,10,0.9370870590209961,0.9168398976325989,0.9573342204093933,2
base,sucat,8,neutral,raw_user,20,0.8740593492984772,0.7550145387649536,0.9931041598320007,2
base,sucat,8,neutral,raw_user,30,0.8859255909919739,0.7841058969497681,0.9877452850341797,2
base,sucat,8,neutral,raw_user,40,0.952740877866745,0.9173604249954224,0.9881213307380676,2
base,sucat,8,neutral,raw_user,50,0.937238335609436,0.9281092882156372,0.9463673830032349,2
base,sucat,8,neutral,raw_user,60,0.9707657396793365,0.9643664360046387,0.9771650433540344,2
base,sucat,8,neutral,raw_user,70,0.987199604511261,0.987199604511261,0.987199604511261,1
base,sucat,8,neutral,raw_user,80,0.8875439763069153,0.8875439763069153,0.8875439763069153,1
base,sucat,8,neutral,raw_user,90,0.8809652328491211,0.8809652328491211,0.8809652328491211,1
base,sucat,8,neutral,raw_assistant,0,3.979560460720677e-06,1.3655908333021216e-06,6.593530088139232e-06,2
base,sucat,8,neutral,raw_assistant,10,0.0019578157007345,7.930649735499173e-05,0.003836324904114008,2
base,sucat,8,neutral,raw_assistant,20,0.0006464343196057598,1.5532952602370642e-05,0.001277335686609149,2
base,sucat,8,neutral,raw_assistant,30,0.0008627132847323082,0.00024096450943034142,0.001484462060034275,2
base,sucat,8,neutral,raw_assistant,40,0.0002821735661200364,1.4429440852836706e-05,0.0005499176913872361,2
base,sucat,8,neutral,raw_assistant,50,0.00011827733760583214,5.6095967011060566e-05,0.00018045870820060372,2
base,sucat,8,neutral,raw_assistant,60,6.304328144324245e-05,2.086765925923828e-05,0.00010521890362724662,2
base,sucat,8,neutral,raw_assistant,70,3.0962994060246274e-05,3.0962994060246274e-05,3.0962994060246274e-05,1
base,sucat,8,neutral,raw_assistant,80,4.931872172164731e-05,4.931872172164731e-05,4.931872172164731e-05,1
base,sucat,8,neutral,raw_assistant,90,0.00013674941146746278,0.00013674941146746278,0.00013674941146746278,1
base,sucat,8,neutral,raw_tool,0,0.026337733957916498,0.00891627836972475,0.043759189546108246,2
base,sucat,8,neutral,raw_tool,10,0.04191453382372856,0.024105917662382126,0.059723149985075,2
base,sucat,8,neutral,raw_tool,20,0.09548676875419915,0.003420489374548197,0.1875530481338501,2
base,sucat,8,neutral,raw_tool,30,0.077698995009996,0.0037093248683959246,0.15168866515159607,2
base,sucat,8,neutral,raw_tool,40,0.04108036682009697,0.010756753385066986,0.07140398025512695,2
base,sucat,8,neutral,raw_tool,50,0.050857892259955406,0.03239822760224342,0.06931755691766739,2
base,sucat,8,neutral,raw_tool,60,0.026103206910192966,0.019588207826018333,0.0326182059943676,2
base,sucat,8,neutral,raw_tool,70,0.009985281154513359,0.009985281154513359,0.009985281154513359,1
base,sucat,8,neutral,raw_tool,80,0.11115603148937225,0.11115603148937225,0.11115603148937225,1
base,sucat,8,neutral,raw_tool,90,0.10816367715597153,0.10816367715597153,0.10816367715597153,1
base,sucat,8,shifted,raw,-100,0.0005272086291370215,3.989195465692319e-05,0.0010145253036171198,2
base,sucat,8,shifted,raw,-90,0.0014611638980568387,0.00012795098882634193,0.0027943768072873354,2
base,sucat,8,shifted,raw,-80,0.004904327732219826,0.00016376898565795273,0.0096448864787817,2
base,sucat,8,shifted,raw,-70,0.0008753583824727684,0.0003192317089997232,0.0014314850559458137,2
base,sucat,8,shifted,raw,-60,0.010293318307958543,0.0015989455860108137,0.018987691029906273,2
base,sucat,8,shifted,raw,-50,0.00676073158683721,0.00027821262483485043,0.013243250548839569,2
base,sucat,8,shifted,raw,-40,0.005722851521568373,0.00039336836198344827,0.011052334681153297,2
base,sucat,8,shifted,raw,-30,0.00609407207230106,0.0007221848936751485,0.011465959250926971,2
base,sucat,8,shifted,raw,-20,0.029673701952560805,0.0001241580757778138,0.059223245829343796,2
base,sucat,8,shifted,raw,-10,0.009946709986252245,1.9026032532565296e-05,0.019874393939971924,2
base,sucat,8,shifted,raw,0,0.3988296091556549,0.2776816487312317,0.5199775695800781,2
base,sucat,8,shifted,raw,10,0.8105934262275696,0.7849939465522766,0.8361929059028625,2
base,sucat,8,shifted,raw,20,0.7738717794418335,0.7059974074363708,0.8417461514472961,2
base,sucat,8,shifted,raw,30,0.6927769184112549,0.5656110048294067,0.819942831993103,2
base,sucat,8,shifted,raw,40,0.5324999690055847,0.4782882332801819,0.5867117047309875,2
base,sucat,8,shifted,raw,50,0.4985513985157013,0.47516125440597534,0.5219415426254272,2
base,sucat,8,shifted,raw,60,0.6977592557668686,0.4890839159488678,0.9064345955848694,2
base,sucat,8,shifted,raw,70,0.6488925218582153,0.6488925218582153,0.6488925218582153,1
base,sucat,8,shifted,raw,80,0.20391960442066193,0.20391960442066193,0.20391960442066193,1
base,sucat,8,shifted,raw,90,0.22404655814170837,0.22404655814170837,0.22404655814170837,1
base,sucat,8,shifted,raw_system,-100,0.07149770110845566,0.01372404396533966,0.12927135825157166,2
base,sucat,8,shifted,raw_system,-90,0.038284169510006905,0.017901983112096786,0.05866635590791702,2
base,sucat,8,shifted,raw_system,-80,0.004629693808965385,0.0019495158921927214,0.0073098717257380486,2
base,sucat,8,shifted,raw_system,-70,0.005950081744231284,0.002316717291250825,0.009583446197211742,2
base,sucat,8,shifted,raw_system,-60,0.008699519326910377,0.00465913163498044,0.012739907018840313,2
base,sucat,8,shifted,raw_system,-50,0.00866581266745925,0.004501196555793285,0.012830428779125214,2
base,sucat,8,shifted,raw_system,-40,0.06296984199434519,0.02732704021036625,0.09861264377832413,2
base,sucat,8,shifted,raw_system,-30,0.03674677759408951,0.03156748041510582,0.041926074773073196,2
base,sucat,8,shifted,raw_system,-20,0.04823155514895916,0.027691911906003952,0.06877119839191437,2
base,sucat,8,shifted,raw_system,-10,0.14384200423955917,0.01066620647907257,0.2770178020000458,2
base,sucat,8,shifted,raw_system,0,0.025430147303268313,0.0035852505825459957,0.04727504402399063,2
base,sucat,8,shifted,raw_system,10,0.0006816127879574196,1.8592054402688518e-05,0.0013446335215121508,2
base,sucat,8,shifted,raw_system,20,0.00014202407191987731,4.3347217797418125e-06,0.0002797134220600128,2
base,sucat,8,shifted,raw_system,30,5.9829288147739135e-05,4.951788650942035e-05,7.014068978605792e-05,2
base,sucat,8,shifted,raw_system,40,8.309260010719299e-05,4.99022426083684e-05,0.00011628295760601759,2
base,sucat,8,shifted,raw_system,50,0.00013253522774903104,0.00010208605090156198,0.0001629844045965001,2
base,sucat,8,shifted,raw_system,60,3.175098936480936e-05,2.759742346825078e-05,3.590455526136793e-05,2
base,sucat,8,shifted,raw_system,70,8.040454304136802e-06,8.040454304136802e-06,8.040454304136802e-06,1
base,sucat,8,shifted,raw_system,80,0.0012467573396861553,0.0012467573396861553,0.0012467573396861553,1
base,sucat,8,shifted,raw_system,90,0.0014586488250643015,0.0014586488250643015,0.0014586488250643015,1
base,sucat,8,shifted,raw_user,-100,0.8978632688522339,0.8196109533309937,0.9761155843734741,2
base,sucat,8,shifted,raw_user,-90,0.9366525709629059,0.8973289728164673,0.9759761691093445,2
base,sucat,8,shifted,raw_user,-80,0.9884359240531921,0.9808319807052612,0.996039867401123,2
base,sucat,8,shifted,raw_user,-70,0.9919183254241943,0.9897395372390747,0.994097113609314,2
base,sucat,8,shifted,raw_user,-60,0.9786859154701233,0.9643087387084961,0.9930630922317505,2
base,sucat,8,shifted,raw_user,-50,0.9809500277042389,0.9671356081962585,0.9947644472122192,2
base,sucat,8,shifted,raw_user,-40,0.9199196994304657,0.8680316209793091,0.9718077778816223,2
base,sucat,8,shifted,raw_user,-30,0.9507353901863098,0.9360030293464661,0.9654677510261536,2
base,sucat,8,shifted,raw_user,-20,0.8901539146900177,0.8098389506340027,0.9704688787460327,2
base,sucat,8,shifted,raw_user,-10,0.6337442398071289,0.27834540605545044,0.9891430735588074,2
base,sucat,8,shifted,raw_user,0,0.545041024684906,0.4481152892112732,0.6419667601585388,2
base,sucat,8,shifted,raw_user,10,0.17726818472146988,0.14863376319408417,0.2059026062488556,2
base,sucat,8,shifted,raw_user,20,0.02198226237669587,0.004627265967428684,0.03933725878596306,2
base,sucat,8,shifted,raw_user,30,0.008187463972717524,0.004297363571822643,0.012077564373612404,2
base,sucat,8,shifted,raw_user,40,0.004908631206490099,0.0022338491398841143,0.007583413273096085,2
base,sucat,8,shifted,raw_user,50,0.00718343272455968,0.0007101616938598454,0.013656703755259514,2
base,sucat,8,shifted,raw_user,60,0.008113890886306763,0.001773233525454998,0.014454548247158527,2
base,sucat,8,shifted,raw_user,70,0.004798033274710178,0.004798033274710178,0.004798033274710178,1
base,sucat,8,shifted,raw_user,80,0.017321869730949402,0.017321869730949402,0.017321869730949402,1
base,sucat,8,shifted,raw_user,90,0.026833027601242065,0.026833027601242065,0.026833027601242065,1
base,sucat,8,shifted,raw_assistant,-100,0.006271354036783805,5.841672532369557e-07,0.012542123906314373,2
base,sucat,8,shifted,raw_assistant,-90,0.01070859791127532,2.0776944893441396e-06,0.021415118128061295,2
base,sucat,8,shifted,raw_assistant,-80,0.0007370146577159176,4.483833981794305e-05,0.001429190975613892,2
base,sucat,8,shifted,raw_assistant,-70,0.00020712011610157788,0.00018147221999242902,0.00023276801221072674,2
base,sucat,8,shifted,raw_assistant,-60,0.0012948352086823434,0.0005602584569714963,0.0020294119603931904,2
base,sucat,8,shifted,raw_assistant,-50,0.001021460979245603,0.0003657074412330985,0.0016772145172581077,2
base,sucat,8,shifted,raw_assistant,-40,0.0018044482567347586,0.0001727211056277156,0.0034361754078418016,2
base,sucat,8,shifted,raw_assistant,-30,0.0024699855130165815,0.0021669152192771435,0.0027730558067560196,2
base,sucat,8,shifted,raw_assistant,-20,0.007185709662735462,0.0016306033357977867,0.012740815989673138,2
base,sucat,8,shifted,raw_assistant,-10,0.08815252076237812,6.72348469379358e-05,0.1762378066778183,2
base,sucat,8,shifted,raw_assistant,0,0.009995607659220695,0.001803118735551834,0.018188096582889557,2
base,sucat,8,shifted,raw_assistant,10,0.003181495238095522,0.0023298156447708607,0.004033174831420183,2
base,sucat,8,shifted,raw_assistant,20,0.20138287916779518,0.1147298589348793,0.28803589940071106,2
base,sucat,8,shifted,raw_assistant,30,0.29726842045783997,0.17530980706214905,0.4192270338535309,2
base,sucat,8,shifted,raw_assistant,40,0.4603930413722992,0.40873104333877563,0.5120550394058228,2
base,sucat,8,shifted,raw_assistant,50,0.4923921525478363,0.46237707138061523,0.5224072337150574,2
base,sucat,8,shifted,raw_assistant,60,0.29193854704499245,0.08848468214273453,0.49539241194725037,2
base,sucat,8,shifted,raw_assistant,70,0.2297540158033371,0.2297540158033371,0.2297540158033371,1
base,sucat,8,shifted,raw_assistant,80,0.5499790906906128,0.5499790906906128,0.5499790906906128,1
base,sucat,8,shifted,raw_assistant,90,0.6463223695755005,0.6463223695755005,0.6463223695755005,1
base,sucat,8,shifted,raw_tool,-100,0.02384044323116541,0.010119868442416191,0.03756101801991463,2
base,sucat,8,shifted,raw_tool,-90,0.012893474427983165,0.005991767626255751,0.01979518122971058,2
base,sucat,8,shifted,raw_tool,-80,0.0012930311786476523,0.0007840211619623005,0.001802041195333004,2
base,sucat,8,shifted,raw_tool,-70,0.0010490968561498448,0.00012500383309088647,0.001973189879208803,2
base,sucat,8,shifted,raw_tool,-60,0.0010264070479024667,0.00011858283687615767,0.0019342312589287758,2
base,sucat,8,shifted,raw_tool,-50,0.0026019917386292946,9.047399362316355e-05,0.005113509483635426,2
base,sucat,8,shifted,raw_tool,-40,0.009583163977367803,0.00029910722514614463,0.018867220729589462,2
base,sucat,8,shifted,raw_tool,-30,0.0039537697957712226,7.566342537757009e-05,0.007831876166164875,2
base,sucat,8,shifted,raw_tool,-20,0.024755149363045348,8.444344712188467e-05,0.04942585527896881,2
base,sucat,8,shifted,raw_tool,-10,0.12431450270742062,0.0001044289892888628,0.24852457642555237,2
base,sucat,8,shifted,raw_tool,0,0.020703605841845274,0.014888430945575237,0.02651878073811531,2
base,sucat,8,shifted,raw_tool,10,0.00827530981041491,0.005051704589277506,0.011498915031552315,2
base,sucat,8,shifted,raw_tool,20,0.0026210981886833906,0.0010597282089293003,0.004182468168437481,2
base,sucat,8,shifted,raw_tool,30,0.0017073496710509062,0.00037987763062119484,0.0030348217114806175,2
base,sucat,8,shifted,raw_tool,40,0.0021152812987565994,0.002023403998464346,0.002207158599048853,2
base,sucat,8,shifted,raw_tool,50,0.0017404983518645167,0.0015583523781970143,0.0019226443255320191,2
base,sucat,8,shifted,raw_tool,60,0.002156500762794167,0.0010331961093470454,0.003279805416241288,2
base,sucat,8,shifted,raw_tool,70,0.11654739081859589,0.11654739081859589,0.11654739081859589,1
base,sucat,8,shifted,raw_tool,80,0.22753271460533142,0.22753271460533142,0.22753271460533142,1
base,sucat,8,shifted,raw_tool,90,0.10133935511112213,0.10133935511112213,0.10133935511112213,1
base,sucat,8,shifted,minus_null,-100,,,,0
base,sucat,8,shifted,minus_null,-90,,,,0
base,sucat,8,shifted,minus_null,-80,,,,0
base,sucat,8,shifted,minus_null,-70,,,,0
base,sucat,8,shifted,minus_null,-60,,,,0
base,sucat,8,shifted,minus_null,-50,,,,0
base,sucat,8,shifted,minus_null,-40,,,,0
base,sucat,8,shifted,minus_null,-30,,,,0
base,sucat,8,shifted,minus_null,-20,,,,0
base,sucat,8,shifted,minus_null,-10,,,,0
base,sucat,8,shifted,minus_null,0,0.39865629374980927,0.27751365303993225,0.5197989344596863,2
base,sucat,8,shifted,minus_null,10,0.807472825050354,0.7842258810997009,0.8307197690010071,2
base,sucat,8,shifted,minus_null,20,0.766969621181488,0.6927752494812012,0.8411639928817749,2
base,sucat,8,shifted,minus_null,30,0.6764377355575562,0.5650850534439087,0.7877904176712036,2
base,sucat,8,shifted,minus_null,40,0.5309920907020569,0.4782531261444092,0.5837310552597046,2
base,sucat,8,shifted,minus_null,50,0.49083395302295685,0.45988544821739197,0.5217824578285217,2
base,sucat,8,shifted,minus_null,60,0.6963129192590714,0.48893365263938904,0.9036921858787537,2
base,sucat,8,shifted,minus_null,70,0.6488467454910278,0.6488467454910278,0.6488467454910278,1
base,sucat,8,shifted,minus_null,80,0.20388945937156677,0.20388945937156677,0.20388945937156677,1
base,sucat,8,shifted,minus_null,90,0.2239730805158615,0.2239730805158615,0.2239730805158615,1
base,sucat,8,genuine,raw,0,0.8113387823104858,0.7105909585952759,0.9120866060256958,2
base,sucat,8,genuine,raw,10,0.9053536355495453,0.8195287585258484,0.9911785125732422,2
base,sucat,8,genuine,raw,20,0.7665324211120605,0.5993202328681946,0.9337446093559265,2
base,sucat,8,genuine,raw,30,0.7018952667713165,0.61793452501297,0.7858560085296631,2
base,sucat,8,genuine,raw,40,0.6105538606643677,0.5706089735031128,0.6504987478256226,2
base,sucat,8,genuine,raw,50,0.5573540478944778,0.48327335715293884,0.6314347386360168,2
base,sucat,8,genuine,raw,60,0.7769886553287506,0.6653273105621338,0.8886500000953674,2
base,sucat,8,genuine,raw,70,0.8744133710861206,0.8744133710861206,0.8744133710861206,1
base,sucat,8,genuine,raw,80,0.630115807056427,0.630115807056427,0.630115807056427,1
base,sucat,8,genuine,raw,90,0.5499905347824097,0.5499905347824097,0.5499905347824097,1
base,sucat,8,genuine,raw_system,0,0.0001700720849839854,1.4391340300790034e-05,0.0003257528296671808,2
base,sucat,8,genuine,raw_system,10,4.657032548038842e-06,6.717863243466127e-07,8.642278771731071e-06,2
base,sucat,8,genuine,raw_system,20,2.6822878766097347e-05,3.8048000305934693e-07,5.3265277529135346e-05,2
base,sucat,8,genuine,raw_system,30,3.260066660004668e-05,3.2535448553971946e-05,3.266588464612141e-05,2
base,sucat,8,genuine,raw_system,40,2.07683292501315e-05,1.0000777365348767e-05,3.1535881134914234e-05,2
base,sucat,8,genuine,raw_system,50,4.3782192733488046e-05,3.405784445931204e-05,5.3506541007664055e-05,2
base,sucat,8,genuine,raw_system,60,5.694156634206138e-06,1.956703812311389e-07,1.1192642887181137e-05,2
base,sucat,8,genuine,raw_system,70,1.8408438791084336e-06,1.8408438791084336e-06,1.8408438791084336e-06,1
base,sucat,8,genuine,raw_system,80,9.041240264195949e-05,9.041240264195949e-05,9.041240264195949e-05,1
base,sucat,8,genuine,raw_system,90,0.00011306353553663939,0.00011306353553663939,0.00011306353553663939,1
base,sucat,8,genuine,raw_user,0,0.13907692674547434,0.013612436130642891,0.2645414173603058,2
base,sucat,8,genuine,raw_user,10,0.08400320164514596,3.663741608761484e-06,0.16800273954868317,2
base,sucat,8,genuine,raw_user,20,0.0007212515120045282,0.00014874381304252893,0.0012937592109665275,2
base,sucat,8,genuine,raw_user,30,0.00091306067770347,0.0001273303059861064,0.0016987910494208336,2
base,sucat,8,genuine,raw_user,40,0.0008365526100533316,1.8904731405200437e-05,0.0016542004887014627,2
base,sucat,8,genuine,raw_user,50,0.0017648588145675603,3.149541589664295e-05,0.0034982222132384777,2
base,sucat,8,genuine,raw_user,60,0.00098680279893415,7.794001248839777e-07,0.001972826197743416,2
base,sucat,8,genuine,raw_user,70,0.0005046735750511289,0.0005046735750511289,0.0005046735750511289,1
base,sucat,8,genuine,raw_user,80,0.001053313841111958,0.001053313841111958,0.001053313841111958,1
base,sucat,8,genuine,raw_user,90,0.0011153677478432655,0.0011153677478432655,0.0011153677478432655,1
base,sucat,8,genuine,raw_assistant,0,0.04558810964226723,0.018143676221370697,0.07303254306316376,2
base,sucat,8,genuine,raw_assistant,10,0.009301960002630949,0.007866212166845798,0.0107377078384161,2
base,sucat,8,genuine,raw_assistant,20,0.23254218697547913,0.06474930047988892,0.40033507347106934,2
base,sucat,8,genuine,raw_assistant,30,0.29681967943906784,0.21393315494060516,0.3797062039375305,2
base,sucat,8,genuine,raw_assistant,40,0.38836246728897095,0.3474985957145691,0.4292263388633728,2
base,sucat,8,genuine,raw_assistant,50,0.440658375620842,0.36471936106681824,0.5165973901748657,2
base,sucat,8,genuine,raw_assistant,60,0.22192402184009552,0.11126348376274109,0.33258455991744995,2
base,sucat,8,genuine,raw_assistant,70,0.12450195848941803,0.12450195848941803,0.12450195848941803,1
base,sucat,8,genuine,raw_assistant,80,0.3678644895553589,0.3678644895553589,0.3678644895553589,1
base,sucat,8,genuine,raw_assistant,90,0.44680652022361755,0.44680652022361755,0.44680652022361755,1
base,sucat,8,genuine,raw_tool,0,0.0038261308800429106,0.0009426739998161793,0.006709587760269642,2
base,sucat,8,genuine,raw_tool,10,0.0013365219347178936,0.0009509254014119506,0.0017221184680238366,2
base,sucat,8,genuine,raw_tool,20,0.00017731869593262672,0.00014268187806010246,0.00021195551380515099,2
