layer,condition,token_set,smoothing,token_in_prompt_ix,mean,ci_lo,ci_hi,n,input_set
8,sys_t25,content,raw,139,0.113648415,0.1006711,0.1394156,3,neutral
8,sys_t25,content,raw,140,0.28707433,0.07724213,0.41053954,3,neutral
8,sys_t25,content,raw,141,0.3004626,0.054303605,0.55386674,3,neutral
8,sys_t25,content,raw,142,0.33675694,0.028114421,0.5455438,3,neutral
8,sys_t25,content,raw,143,0.41385254,0.11611525,0.65830326,3,neutral
8,sys_t25,content,raw,144,0.4123834,0.094749756,0.5945947,3,neutral
8,sys_t25,content,raw,145,0.4500254,0.10893824,0.7966421,3,neutral
8,sys_t25,content,raw,146,0.2564216,0.015101655,0.49170718,3,neutral
8,sys_t25,content,raw,147,0.22813828,0.075548984,0.38146725,3,neutral
8,sys_t25,content,raw,148,0.28378215,0.030192122,0.50492936,3,neutral
8,sys_t25,content,raw,149,0.21698688,0.05561154,0.329418,3,neutral
8,sys_t25,content,raw,150,0.20020635,0.037608087,0.32810575,3,neutral
8,sys_t25,content,raw,151,0.21791953,0.096571736,0.311007,3,neutral
8,sys_t25,content,raw,152,0.40420905,0.037886888,0.6768741,3,neutral
8,sys_t25,content,raw,153,0.4137626,0.08260323,0.6950647,3,neutral
8,sys_t25,content,raw,154,0.34416673,0.015398058,0.62186027,3,neutral
8,sys_t25,content,raw,155,0.17564763,0.07857813,0.23832917,3,neutral
8,sys_t25,content,raw,156,0.51761466,0.16792218,0.73905015,3,neutral
8,sys_t25,content,raw,157,0.32095048,0.03899135,0.49649224,3,neutral
8,sys_t25,content,raw,158,0.124110796,0.08400447,0.17239445,3,neutral
8,sys_t25,content,raw,159,0.4729383,0.047886614,0.75013727,3,neutral
8,sys_t25,content,raw,160,0.40050992,0.11905041,0.8544078,3,neutral
8,sys_t25,content,raw,161,0.31204578,0.09598371,0.73914284,3,neutral
8,sys_t25,content,raw,162,0.5299642,0.036539283,0.88266975,3,neutral
8,sys_t25,content,raw,163,0.3200527,0.15793608,0.44163084,3,neutral
8,sys_t25,content,raw,164,0.5505821,0.36420918,0.73695505,2,neutral
8,sys_t25,content,raw,165,0.37688792,0.1523476,0.6014282,2,neutral
8,sys_t25,content,raw,166,0.23610198,0.107274085,0.36492988,2,neutral
8,sys_t25,content,raw,167,0.43699405,0.110368825,0.76361924,2,neutral
8,sys_t25,content,raw,168,0.39500389,0.24940799,0.54059976,2,neutral
8,sys_t25,content,raw,169,0.4263741,0.1427352,0.7100131,2,neutral
8,sys_t25,content,raw,170,0.32995856,0.083379485,0.5765376,2,neutral
8,sys_t25,content,raw,171,0.26758528,0.074256994,0.46091357,2,neutral
8,sys_t25,content,raw,172,0.44997644,0.2423611,0.6575918,2,neutral
8,sys_t25,content,raw,173,0.4683772,0.069018885,0.86773556,2,neutral
8,sys_t25,content,raw,174,0.25156474,0.047679026,0.45545048,2,neutral
8,sys_t25,content,raw,175,0.44527146,0.061603617,0.8289393,2,neutral
8,sys_t25,content,raw,176,0.43371493,0.42845058,0.4389793,2,neutral
8,sys_t25,content,raw,177,0.5605071,0.25975272,0.86126155,2,neutral
8,sys_t25,content,raw,178,0.553005,0.2397574,0.8662526,2,neutral
8,sys_t25,content,raw,179,0.49267378,0.071035445,0.9143121,2,neutral
8,sys_t25,content,raw,180,0.42569804,0.05475667,0.79663944,2,neutral
8,sys_t25,content,raw,181,0.57442874,0.19163711,0.9572203,2,neutral
8,sys_t25,content,raw,182,0.4895529,0.086300336,0.89280546,2,neutral
8,sys_t25,content,raw,183,0.48792467,0.026627773,0.94922155,2,neutral
8,sys_t25,content,raw,184,0.3228151,0.10448092,0.54114926,2,neutral
8,sys_t25,content,raw,185,0.23794438,0.19384983,0.28203893,2,neutral
8,sys_t25,content,raw,186,0.40699258,0.1519229,0.6620623,2,neutral
8,sys_t25,content,raw,187,0.30463704,0.10078082,0.50849324,2,neutral
8,sys_t25,content,raw,188,0.51131827,0.117433585,0.9052029,2,neutral
8,sys_t25,content,raw,189,0.40240595,0.051098417,0.7537135,2,neutral
8,sys_t25,content,raw,190,0.45680574,0.108393855,0.8052176,2,neutral
8,sys_t25,content,raw,191,0.49141377,0.18495919,0.79786843,2,neutral
8,sys_t25,content,raw,192,0.5015409,0.14289968,0.8601821,2,neutral
8,sys_t25,content,raw,193,0.46494454,0.18556459,0.7443245,2,neutral
8,sys_t25,content,raw,194,0.45506123,0.007888197,0.90223426,2,neutral
8,sys_t25,content,raw,195,0.47447902,0.013470754,0.9354873,2,neutral
8,sys_t25,content,raw,196,0.44261885,0.1041368,0.7811009,2,neutral
8,sys_t25,content,raw,197,0.14812265,0.050403513,0.2458418,2,neutral
8,sys_t25,content,raw,198,0.53998804,0.099527076,0.980449,2,neutral
8,sys_t25,content,raw,199,0.488127,0.012118635,0.96413535,2,neutral
8,sys_t25,content,raw,200,0.47575632,0.08773442,0.8637783,2,neutral
8,sys_t25,content,raw,201,0.50907886,0.08064109,0.9375167,2,neutral
8,sys_t25,content,raw,202,0.48091167,0.102699585,0.85912377,2,neutral
8,sys_t25,content,raw,203,0.46765953,0.14191207,0.79340696,2,neutral
8,sys_t25,content,raw,204,0.470649,0.0864956,0.8548024,2,neutral
8,sys_t25,content,raw,205,0.53696316,0.101400204,0.9725261,2,neutral
8,sys_t25,content,raw,206,0.62388706,0.27913928,0.9686348,2,neutral
8,sys_t25,content,raw,207,0.50707257,0.28727135,0.72687376,2,neutral
8,sys_t25,content,raw,208,0.5155094,0.2470439,0.783975,2,neutral
8,sys_t25,content,raw,209,0.39923185,0.07752703,0.72093666,2,neutral
8,sys_t25,content,raw,210,0.51221055,0.08902307,0.935398,2,neutral
8,sys_t25,content,raw,211,0.26471496,0.14327903,0.38615093,2,neutral
8,sys_t25,content,raw,212,0.5714229,0.22729447,0.91555136,2,neutral
8,sys_t25,content,raw,213,0.42841998,0.041568916,0.8152711,2,neutral
8,sys_t25,content,raw,214,0.43633467,0.020348364,0.85232097,2,neutral
8,sys_t25,content,raw,215,0.19632533,0.07720527,0.3154454,2,neutral
8,sys_t25,content,raw,216,0.44167414,0.10261383,0.7807345,2,neutral
8,sys_t25,content,raw,217,0.5193926,0.13399725,0.904788,2,neutral
8,sys_t25,content,raw,218,0.33851612,0.028573502,0.6484587,2,neutral
8,sys_t25,content,raw,219,0.40735236,0.018438801,0.7962659,2,neutral
8,sys_t25,content,raw,220,0.5294756,0.48805743,0.5708938,2,neutral
8,sys_t25,content,raw,221,0.40028808,0.11758869,0.68298745,2,neutral
8,sys_t25,content,raw,222,0.4646358,0.046816435,0.88245517,2,neutral
8,sys_t25,content,raw,223,0.45784464,0.08100841,0.83468086,2,neutral
8,sys_t25,content,raw,224,0.52605224,0.08936769,0.9627368,2,neutral
8,sys_t25,content,raw,225,0.46046075,0.06562015,0.8553014,2,neutral
8,sys_t25,content,raw,226,0.3588314,0.13341728,0.58424556,2,neutral
8,sys_t25,content,raw,227,0.46396133,0.13743015,0.79049253,2,neutral
8,sys_t25,content,raw,228,0.34626037,0.20667745,0.48584327,2,neutral
8,sys_t25,content,raw,229,0.51861715,0.07263566,0.96459866,2,neutral
8,sys_t25,content,raw,230,0.52273816,0.1015076,0.9439688,2,neutral
8,sys_t25,content,raw,231,0.36616045,0.17023176,0.56208915,2,neutral
8,sys_t25,content,raw,232,0.5551099,0.25349537,0.85672444,2,neutral
8,sys_t25,content,raw,233,0.41877747,0.08283441,0.7547205,2,neutral
8,sys_t25,content,raw,234,0.5370651,0.18021023,0.89391994,2,neutral
8,sys_t25,content,raw,235,0.5937278,0.36842334,0.81903225,2,neutral
8,sys_t25,content,raw,236,0.56884456,0.2261383,0.91155076,2,neutral
8,sys_t25,content,raw,237,0.5008197,0.14964952,0.8519898,2,neutral
8,sys_t25,content,raw,238,0.39111182,0.17443459,0.60778904,2,neutral
8,sys_t25,content,raw,239,0.3677479,0.30549318,0.43000266,2,neutral
8,sys_t25,content,raw,240,0.4280259,0.13685411,0.7191977,2,neutral
8,sys_t25,content,raw,241,0.55805635,0.171941,0.9441717,2,neutral
8,sys_t25,content,raw,242,0.5267415,0.13021691,0.9232661,2,neutral
8,sys_t25,content,raw,243,0.3197251,0.10331483,0.5361354,2,neutral
8,sys_t25,content,raw,244,0.19744416,0.11266049,0.2822278,2,neutral
8,sys_t25,content,raw,245,0.547522,0.3304002,0.76464385,2,neutral
8,sys_t25,content,raw,246,0.5007559,0.5007559,0.5007559,1,neutral
8,sys_t25,content,raw,247,0.24005584,0.24005584,0.24005584,1,neutral
8,sys_t25,content,raw,248,0.37836868,0.37836868,0.3783687,1,neutral
8,sys_t25,content,raw,249,0.08696064,0.08696064,0.08696064,1,neutral
8,sys_t25,all,ewma,0,0.44596985,0.44592074,0.44606817,3,neutral
8,sys_t25,all,ewma,1,0.5813638,0.447175,0.7252086,3,neutral
8,sys_t25,all,ewma,2,0.6209385,0.42230284,0.8382589,3,neutral
8,sys_t25,all,ewma,3,0.56941074,0.3520616,0.8619346,3,neutral
8,sys_t25,all,ewma,4,0.54855675,0.3405849,0.85136753,3,neutral
8,sys_t25,all,ewma,5,0.5329927,0.31490377,0.879721,3,neutral
8,sys_t25,all,ewma,6,0.54746145,0.34639063,0.8825073,3,neutral
8,sys_t25,all,ewma,7,0.54662114,0.3471426,0.8930047,3,neutral
8,sys_t25,all,ewma,8,0.55462587,0.34869704,0.8723865,3,neutral
8,sys_t25,all,ewma,9,0.5240783,0.33771992,0.85525113,3,neutral
8,sys_t25,all,ewma,10,0.49307546,0.29432678,0.87500125,3,neutral
8,sys_t25,all,ewma,11,0.48326245,0.28981128,0.8629703,3,neutral
8,sys_t25,all,ewma,12,0.5136296,0.3172044,0.88907266,3,neutral
8,sys_t25,all,ewma,13,0.50425035,0.29514512,0.9039359,3,neutral
8,sys_t25,all,ewma,14,0.47929525,0.24375121,0.9201613,3,neutral
8,sys_t25,all,ewma,15,0.5099316,0.26955035,0.9330177,3,neutral
8,sys_t25,all,ewma,16,0.49707198,0.24978916,0.9340957,3,neutral
8,sys_t25,all,ewma,17,0.5652517,0.36358058,0.94410974,3,neutral
8,sys_t25,all,ewma,18,0.6127804,0.35645112,0.94389755,3,neutral
8,sys_t25,all,ewma,19,0.69417626,0.5074811,0.93982345,3,neutral
8,sys_t25,all,ewma,20,0.7442,0.6258784,0.8876632,3,neutral
8,sys_t25,all,ewma,21,0.7766981,0.7114978,0.9045661,3,neutral
8,sys_t25,all,ewma,22,0.81412727,0.7582412,0.9211882,3,neutral
8,sys_t25,all,ewma,23,0.8464594,0.79878855,0.93568486,3,neutral
8,sys_t25,all,ewma,24,0.87456846,0.8398657,0.94183946,3,neutral
8,sys_t25,all,ewma,25,0.8140394,0.77378196,0.8895022,3,neutral
8,sys_t25,all,ewma,26,0.69008094,0.6648466,0.7197415,3,neutral
8,sys_t25,all,ewma,27,0.7020499,0.6670268,0.7682309,3,neutral
8,sys_t25,all,ewma,28,0.71257925,0.66890424,0.77830535,3,neutral
8,sys_t25,all,ewma,29,0.72404647,0.6420459,0.81924105,3,neutral
8,sys_t25,all,ewma,30,0.65234494,0.5309663,0.7850655,3,neutral
8,sys_t25,all,ewma,31,0.656268,0.48353747,0.7922072,3,neutral
8,sys_t25,all,ewma,32,0.5767662,0.38354686,0.7487251,3,neutral
8,sys_t25,all,ewma,33,0.6348656,0.41589272,0.803845,3,neutral
8,sys_t25,all,ewma,34,0.6020554,0.36770257,0.7593017,3,neutral
8,sys_t25,all,ewma,35,0.61408395,0.38097858,0.78217363,3,neutral
8,sys_t25,all,ewma,36,0.5913996,0.3107196,0.7765417,3,neutral
8,sys_t25,all,ewma,37,0.5318542,0.26204753,0.6867612,3,neutral
8,sys_t25,all,ewma,38,0.5462737,0.24945487,0.71199256,3,neutral
8,sys_t25,all,ewma,39,0.5940883,0.40523747,0.73592854,3,neutral
8,sys_t25,all,ewma,40,0.60995036,0.39142194,0.76549786,3,neutral
8,sys_t25,all,ewma,41,0.5358081,0.3681263,0.71783453,3,neutral
8,sys_t25,all,ewma,42,0.60077614,0.44001445,0.7667498,3,neutral
8,sys_t25,all,ewma,43,0.4915956,0.34451017,0.6332735,3,neutral
8,sys_t25,all,ewma,44,0.46735188,0.30988613,0.60814863,3,neutral
8,sys_t25,all,ewma,45,0.45898783,0.33700514,0.6172617,3,neutral
8,sys_t25,all,ewma,46,0.45390952,0.3550106,0.59689474,3,neutral
8,sys_t25,all,ewma,47,0.34815398,0.27554438,0.45654473,3,neutral
8,sys_t25,all,ewma,48,0.38324484,0.31925768,0.49487767,3,neutral
8,sys_t25,all,ewma,49,0.33647707,0.27744007,0.44338277,3,neutral
8,sys_t25,all,ewma,50,0.26848242,0.2206709,0.36355522,3,neutral
8,sys_t25,all,ewma,51,0.27792382,0.22090594,0.38693866,3,neutral
8,sys_t25,all,ewma,52,0.24989088,0.19875984,0.34367537,3,neutral
8,sys_t25,all,ewma,53,0.22208579,0.18046273,0.30194226,3,neutral
8,sys_t25,all,ewma,54,0.23398149,0.18528847,0.32268688,3,neutral
8,sys_t25,all,ewma,55,0.26818928,0.22376573,0.32117736,3,neutral
8,sys_t25,all,ewma,56,0.20782614,0.17331845,0.24831565,3,neutral
8,sys_t25,all,ewma,57,0.18095796,0.14749496,0.22023366,3,neutral
8,sys_t25,all,ewma,58,0.18821716,0.15366799,0.23794858,3,neutral
8,sys_t25,all,ewma,59,0.22038974,0.15833843,0.31483132,3,neutral
8,sys_t25,all,ewma,60,0.23401324,0.17307138,0.32663953,3,neutral
8,sys_t25,all,ewma,61,0.17652619,0.1305656,0.24614914,3,neutral
8,sys_t25,all,ewma,62,0.18385671,0.12947632,0.26498345,3,neutral
8,sys_t25,all,ewma,63,0.17613624,0.12289035,0.2555315,3,neutral
8,sys_t25,all,ewma,64,0.14155231,0.10036749,0.19845603,3,neutral
8,sys_t25,all,ewma,65,0.14665358,0.1068913,0.20270683,3,neutral
8,sys_t25,all,ewma,66,0.14085989,0.10506841,0.18107407,3,neutral
8,sys_t25,all,ewma,67,0.13264059,0.09456054,0.17730188,3,neutral
8,sys_t25,all,ewma,68,0.27235523,0.22342531,0.32906234,3,neutral
8,sys_t25,all,ewma,69,0.28033388,0.24496444,0.3187815,3,neutral
8,sys_t25,all,ewma,70,0.39200008,0.3428065,0.45326555,3,neutral
8,sys_t25,all,ewma,71,0.33841547,0.30573785,0.37301937,3,neutral
8,sys_t25,all,ewma,72,0.38556877,0.35449484,0.42880926,3,neutral
8,sys_t25,all,ewma,73,0.33619213,0.30656704,0.38019064,3,neutral
8,sys_t25,all,ewma,74,0.34231758,0.29953304,0.42126128,3,neutral
8,sys_t25,all,ewma,75,0.3734521,0.34765705,0.41231027,3,neutral
8,sys_t25,all,ewma,76,0.44559923,0.42436847,0.47372127,3,neutral
8,sys_t25,all,ewma,77,0.51501966,0.4922489,0.5505918,3,neutral
8,sys_t25,all,ewma,78,0.62698394,0.60931444,0.6543107,3,neutral
8,sys_t25,all,ewma,79,0.53552055,0.4920845,0.6081355,3,neutral
8,sys_t25,all,ewma,80,0.6046533,0.55461687,0.6782711,3,neutral
8,sys_t25,all,ewma,81,0.68787235,0.6396927,0.74831,3,neutral
8,sys_t25,all,ewma,82,0.6688351,0.57493,0.7486861,3,neutral
8,sys_t25,all,ewma,83,0.52247006,0.43854854,0.58998847,3,neutral
8,sys_t25,all,ewma,84,0.47489396,0.43378606,0.5208681,3,neutral
8,sys_t25,all,ewma,85,0.39095697,0.36372527,0.42217812,3,neutral
8,sys_t25,all,ewma,86,0.41865364,0.38548914,0.46454367,3,neutral
8,sys_t25,all,ewma,87,0.41444835,0.3718728,0.43701854,3,neutral
8,sys_t25,all,ewma,88,0.3857305,0.31840882,0.42055187,3,neutral
8,sys_t25,all,ewma,89,0.3599037,0.29782647,0.40811935,3,neutral
8,sys_t25,all,ewma,90,0.3579364,0.26525068,0.41487184,3,neutral
8,sys_t25,all,ewma,91,0.35311666,0.31806573,0.3778603,3,neutral
8,sys_t25,all,ewma,92,0.31480876,0.28539932,0.3348372,3,neutral
8,sys_t25,all,ewma,93,0.3616521,0.2542457,0.43051243,3,neutral
8,sys_t25,all,ewma,94,0.3331875,0.22120905,0.41750786,3,neutral
8,sys_t25,all,ewma,95,0.31650463,0.19136417,0.39707744,3,neutral
8,sys_t25,all,ewma,96,0.30848435,0.15893851,0.40681303,3,neutral
8,sys_t25,all,ewma,97,0.32356763,0.13361885,0.42635357,3,neutral
8,sys_t25,all,ewma,98,0.36044273,0.11643239,0.50777113,3,neutral
8,sys_t25,all,ewma,99,0.4049723,0.15902156,0.5354051,3,neutral
8,sys_t25,all,ewma,100,0.41539744,0.15219514,0.58251905,3,neutral
8,sys_t25,all,ewma,101,0.39268932,0.13656056,0.53512084,3,neutral
8,sys_t25,all,ewma,102,0.34572384,0.12596315,0.46821165,3,neutral
8,sys_t25,all,ewma,103,0.3399785,0.09619176,0.53219646,3,neutral
8,sys_t25,all,ewma,104,0.3127362,0.07449666,0.54894024,3,neutral
8,sys_t25,all,ewma,105,0.32093835,0.059261363,0.547194,3,neutral
8,sys_t25,all,ewma,106,0.325304,0.10369227,0.5878204,3,neutral
8,sys_t25,all,ewma,107,0.29223368,0.08149067,0.5399219,3,neutral
8,sys_t25,all,ewma,108,0.34333286,0.0841903,0.6145813,3,neutral
8,sys_t25,all,ewma,109,0.3381122,0.103942454,0.6253403,3,neutral
8,sys_t25,all,ewma,110,0.34109464,0.10457224,0.6585397,3,neutral
8,sys_t25,all,ewma,111,0.33969906,0.084120266,0.6978011,3,neutral
8,sys_t25,all,ewma,112,0.3306303,0.106734656,0.6042201,3,neutral
8,sys_t25,all,ewma,113,0.35268065,0.15266077,0.66355705,3,neutral
8,sys_t25,all,ewma,114,0.33889914,0.119575016,0.685343,3,neutral
8,sys_t25,all,ewma,115,0.3700583,0.13597289,0.72637635,3,neutral
8,sys_t25,all,ewma,116,0.43944696,0.20202346,0.762265,3,neutral
8,sys_t25,all,ewma,117,0.38234684,0.17813627,0.6615226,3,neutral
8,sys_t25,all,ewma,118,0.3406596,0.16014029,0.58007115,3,neutral
8,sys_t25,all,ewma,119,0.38332152,0.16838348,0.6503833,3,neutral
8,sys_t25,all,ewma,120,0.41470465,0.17674454,0.6374182,3,neutral
8,sys_t25,all,ewma,121,0.4064733,0.15727125,0.56761295,3,neutral
8,sys_t25,all,ewma,122,0.40825352,0.13912661,0.5634978,3,neutral
8,sys_t25,all,ewma,123,0.42222503,0.13314229,0.5688321,3,neutral
8,sys_t25,all,ewma,124,0.45084035,0.139976,0.62584907,3,neutral
8,sys_t25,all,ewma,125,0.47061035,0.11577348,0.66445786,3,neutral
8,sys_t25,all,ewma,126,0.4117756,0.09517709,0.59719855,3,neutral
8,sys_t25,all,ewma,127,0.43013048,0.08972159,0.62635154,3,neutral
8,sys_t25,all,ewma,128,0.40702128,0.06843592,0.6078707,3,neutral
8,sys_t25,all,ewma,129,0.40019163,0.06717151,0.59162545,3,neutral
8,sys_t25,all,ewma,130,0.37390003,0.061088827,0.54787344,3,neutral
8,sys_t25,all,ewma,131,0.39447835,0.052275628,0.56644756,3,neutral
8,sys_t25,all,ewma,132,0.36898223,0.079346195,0.5153702,3,neutral
8,sys_t25,all,ewma,133,0.3258078,0.06512477,0.45811096,3,neutral
8,sys_t25,all,ewma,134,0.28605303,0.0514835,0.41306043,3,neutral
8,sys_t25,all,ewma,135,0.25216782,0.06296888,0.3565227,3,neutral
8,sys_t25,all,ewma,136,0.257638,0.055453833,0.35992077,3,neutral
8,sys_t25,all,ewma,137,0.21553855,0.04815689,0.3190466,3,neutral
8,sys_t25,all,ewma,138,0.19524795,0.039144423,0.28587744,3,neutral
8,sys_t25,all,ewma,139,0.17484808,0.06421222,0.23953235,3,neutral
8,sys_t25,all,ewma,140,0.20290463,0.06746969,0.29089624,3,neutral
8,sys_t25,all,ewma,141,0.22729413,0.064178176,0.31464395,3,neutral
8,sys_t25,all,ewma,142,0.25465986,0.055162236,0.38028097,3,neutral
8,sys_t25,all,ewma,143,0.294458,0.07040049,0.40798387,3,neutral
8,sys_t25,all,ewma,144,0.32393935,0.07648781,0.46100703,3,neutral
8,sys_t25,all,ewma,145,0.35546088,0.08460042,0.5022284,3,neutral
8,sys_t25,all,ewma,146,0.33070105,0.067225724,0.4804938,3,neutral
8,sys_t25,all,ewma,147,0.30506036,0.07150301,0.4373378,3,neutral
8,sys_t25,all,ewma,148,0.2997408,0.06117529,0.42301154,3,neutral
8,sys_t25,all,ewma,149,0.27905232,0.059784353,0.40238723,3,neutral
8,sys_t25,all,ewma,150,0.25934082,0.054240286,0.4054527,3,neutral
8,sys_t25,all,ewma,151,0.24898548,0.06482315,0.39689043,3,neutral
8,sys_t25,all,ewma,152,0.2877914,0.05808909,0.42213437,3,neutral
8,sys_t25,all,ewma,153,0.3192842,0.06421762,0.45158806,3,neutral
8,sys_t25,all,ewma,154,0.3255048,0.05201273,0.47527122,3,neutral
8,sys_t25,all,ewma,155,0.28804052,0.05865408,0.40913072,3,neutral
8,sys_t25,all,ewma,156,0.34543404,0.085971095,0.4838457,3,neutral
8,sys_t25,all,ewma,157,0.33931315,0.07422616,0.4770135,3,neutral
8,sys_t25,all,ewma,158,0.28551257,0.098768234,0.38139662,3,neutral
8,sys_t25,all,ewma,159,0.332369,0.08604783,0.46280292,3,neutral
8,sys_t25,all,ewma,160,0.34940422,0.094298474,0.50850946,3,neutral
8,sys_t25,all,ewma,161,0.34006462,0.09471979,0.5129901,3,neutral
8,sys_t25,all,ewma,162,0.3875395,0.08017466,0.58774453,3,neutral
8,sys_t25,all,ewma,163,0.37066782,0.099615015,0.5314386,3,neutral
8,sys_t25,all,ewma,164,0.3932239,0.16576356,0.62068427,2,neutral
8,sys_t25,all,ewma,165,0.3891399,0.16240956,0.61587024,2,neutral
8,sys_t25,all,ewma,166,0.35088044,0.1486257,0.55313516,2,neutral
8,sys_t25,all,ewma,167,0.3724088,0.13906148,0.60575616,2,neutral
8,sys_t25,all,ewma,168,0.37805757,0.1666481,0.58946705,2,neutral
8,sys_t25,all,ewma,169,0.39013672,0.16066988,0.6196036,2,neutral
8,sys_t25,all,ewma,170,0.37509218,0.14134729,0.60883707,2,neutral
8,sys_t25,all,ewma,171,0.34821546,0.12457471,0.5718562,2,neutral
8,sys_t25,all,ewma,172,0.3736557,0.15402131,0.5932901,2,neutral
8,sys_t25,all,ewma,173,0.3973361,0.1327707,0.6619015,2,neutral
8,sys_t25,all,ewma,174,0.36089322,0.11149778,0.6102887,2,neutral
8,sys_t25,all,ewma,175,0.3819878,0.09902424,0.6649514,2,neutral
8,sys_t25,all,ewma,176,0.39491957,0.18138082,0.60845834,2,neutral
8,sys_t25,all,ewma,177,0.4363165,0.2009738,0.6716592,2,neutral
8,sys_t25,all,ewma,178,0.4654886,0.2106697,0.7203075,2,neutral
8,sys_t25,all,ewma,179,0.4722849,0.17576113,0.76880866,2,neutral
8,sys_t25,all,ewma,180,0.4606382,0.14551002,0.7757664,2,neutral
8,sys_t25,all,ewma,181,0.48908582,0.1570418,0.82112986,2,neutral
8,sys_t25,all,ewma,182,0.4892026,0.13935643,0.83904874,2,neutral
8,sys_t25,all,ewma,183,0.4888831,0.11117426,0.86659193,2,neutral
8,sys_t25,all,ewma,184,0.44736612,0.10950092,0.7852313,2,neutral
8,sys_t25,all,ewma,185,0.39501068,0.13058816,0.6594332,2,neutral
8,sys_t25,all,ewma,186,0.39800614,0.13592184,0.66009045,2,neutral
8,sys_t25,all,ewma,187,0.37466386,0.12713659,0.62219113,2,neutral
8,sys_t25,all,ewma,188,0.40882748,0.124710836,0.6929441,2,neutral
8,sys_t25,all,ewma,189,0.4072221,0.10630772,0.70813644,2,neutral
8,sys_t25,all,ewma,190,0.419618,0.10682926,0.73240674,2,neutral
8,sys_t25,all,ewma,191,0.43756694,0.12636174,0.74877214,2,neutral
8,sys_t25,all,ewma,192,0.4535604,0.13049623,0.7766246,2,neutral
8,sys_t25,all,ewma,193,0.45640647,0.14426331,0.7685496,2,neutral
8,sys_t25,all,ewma,194,0.45607015,0.11016954,0.8019708,2,neutral
8,sys_t25,all,ewma,195,0.46067238,0.08599484,0.8353499,2,neutral
8,sys_t25,all,ewma,196,0.456159,0.090530336,0.82178766,2,neutral
8,sys_t25,all,ewma,197,0.3791499,0.08049863,0.6778012,2,neutral
8,sys_t25,all,ewma,198,0.41935945,0.08525574,0.75346315,2,neutral
8,sys_t25,all,ewma,199,0.43655133,0.066971466,0.8061312,2,neutral
8,sys_t25,all,ewma,200,0.44635257,0.0721622,0.82054293,2,neutral
8,sys_t25,all,ewma,201,0.46203417,0.07428192,0.8497864,2,neutral
8,sys_t25,all,ewma,202,0.46675354,0.08138634,0.85212076,2,neutral
8,sys_t25,all,ewma,203,0.46698004,0.09651777,0.8374423,2,neutral
8,sys_t25,all,ewma,204,0.4678973,0.09401223,0.84178233,2,neutral
8,sys_t25,all,ewma,205,0.48516375,0.09585922,0.87446827,2,neutral
8,sys_t25,all,ewma,206,0.5198446,0.14167924,0.8980099,2,neutral
8,sys_t25,all,ewma,207,0.5166516,0.17807727,0.85522586,2,neutral
8,sys_t25,all,ewma,208,0.516366,0.19531892,0.83741313,2,neutral
8,sys_t25,all,ewma,209,0.48708248,0.16587095,0.808294,2,neutral
8,sys_t25,all,ewma,210,0.4933645,0.14665899,0.84007,2,neutral
8,sys_t25,all,ewma,211,0.4362021,0.14581399,0.7265902,2,neutral
8,sys_t25,all,ewma,212,0.4700073,0.16618411,0.7738305,2,neutral
8,sys_t25,all,ewma,213,0.4596105,0.13503031,0.78419065,2,neutral
8,sys_t25,all,ewma,214,0.45379153,0.10635982,0.8012232,2,neutral
8,sys_t25,all,ewma,215,0.38942498,0.09907118,0.67977875,2,neutral
8,sys_t25,all,ewma,216,0.40248728,0.09995685,0.7050177,2,neutral
8,sys_t25,all,ewma,217,0.4317136,0.108466946,0.7549603,2,neutral
8,sys_t25,all,ewma,218,0.40841424,0.088493586,0.7283349,2,neutral
8,sys_t25,all,ewma,219,0.40814877,0.07097989,0.74531764,2,neutral
8,sys_t25,all,ewma,220,0.43848047,0.17524928,0.70171165,2,neutral
8,sys_t25,all,ewma,221,0.42893237,0.16083413,0.6970306,2,neutral
8,sys_t25,all,ewma,222,0.43785822,0.1323297,0.74338675,2,neutral
8,sys_t25,all,ewma,223,0.44285482,0.119499385,0.76621026,2,neutral
8,sys_t25,all,ewma,224,0.46365416,0.11196646,0.8153419,2,neutral
8,sys_t25,all,ewma,225,0.46285582,0.100379884,0.82533175,2,neutral
8,sys_t25,all,ewma,226,0.4368497,0.10863923,0.7650602,2,neutral
8,sys_t25,all,ewma,227,0.44362763,0.115836956,0.7714183,2,neutral
8,sys_t25,all,ewma,228,0.4192858,0.13854708,0.70002455,2,neutral
8,sys_t25,all,ewma,229,0.44411865,0.12206922,0.76616806,2,neutral
8,sys_t25,all,ewma,230,0.46377352,0.116928816,0.8106182,2,neutral
8,sys_t25,all,ewma,231,0.43937027,0.13025455,0.748486,2,neutral
8,sys_t25,all,ewma,232,0.46830517,0.16106476,0.7755456,2,neutral
8,sys_t25,all,ewma,233,0.45592323,0.14150716,0.7703393,2,neutral
8,sys_t25,all,ewma,234,0.47620872,0.15118293,0.8012345,2,neutral
8,sys_t25,all,ewma,235,0.5055885,0.20549303,0.8056839,2,neutral
8,sys_t25,all,ewma,236,0.5214025,0.21065433,0.83215064,2,neutral
8,sys_t25,all,ewma,237,0.51625675,0.19540314,0.8371104,2,neutral
8,sys_t25,all,ewma,238,0.48497054,0.190161,0.7797801,2,neutral
8,sys_t25,all,ewma,239,0.45566487,0.2501214,0.66120833,2,neutral
8,sys_t25,all,ewma,240,0.44875515,0.22180457,0.6757057,2,neutral
