layer,condition,token_set,smoothing,token_in_prompt_ix,mean,ci_lo,ci_hi,n,input_set
8,sys_t1,content,raw,222,0.100636326,0.08096518,0.12465658,167,neutral
8,sys_t1,content,raw,223,0.1085488,0.08979394,0.13232961,167,neutral
8,sys_t1,content,raw,224,0.112187244,0.09319702,0.13075139,167,neutral
8,sys_t1,content,raw,225,0.10796571,0.086664975,0.12533022,166,neutral
8,sys_t1,content,raw,226,0.11087011,0.08577525,0.13235904,165,neutral
8,sys_t1,content,raw,227,0.10215398,0.08377964,0.11759174,164,neutral
8,sys_t1,content,raw,228,0.11043532,0.08998101,0.13201427,164,neutral
8,sys_t1,content,raw,229,0.11439423,0.090638764,0.13808127,164,neutral
8,sys_t1,content,raw,230,0.09331567,0.075641446,0.11146151,164,neutral
8,sys_t1,content,raw,231,0.1262765,0.10452043,0.14976664,164,neutral
8,sys_t1,content,raw,232,0.111467,0.09099582,0.13643827,163,neutral
8,sys_t1,content,raw,233,0.11667348,0.09560275,0.13792388,163,neutral
8,sys_t1,content,raw,234,0.10355297,0.08276565,0.1257879,163,neutral
8,sys_t1,content,raw,235,0.11610995,0.097173,0.13377972,163,neutral
8,sys_t1,content,raw,236,0.11487863,0.090630196,0.14006582,162,neutral
8,sys_t1,content,raw,237,0.12468478,0.10078238,0.14789768,162,neutral
8,sys_t1,content,raw,238,0.10211543,0.081940114,0.12595959,162,neutral
8,sys_t1,content,raw,239,0.09643427,0.07728061,0.11540925,162,neutral
8,sys_t1,content,raw,240,0.108284175,0.08739082,0.13003579,162,neutral
8,sys_t1,content,raw,241,0.101062365,0.0832554,0.12040181,162,neutral
8,sys_t1,content,raw,242,0.082589574,0.066690676,0.10145181,162,neutral
8,sys_t1,content,raw,243,0.0969231,0.07888703,0.11479726,162,neutral
8,sys_t1,content,raw,244,0.10538718,0.08688295,0.1241773,162,neutral
8,sys_t1,content,raw,245,0.09188845,0.07499534,0.10965169,162,neutral
8,sys_t1,content,raw,246,0.12044138,0.100464225,0.14018509,160,neutral
8,sys_t1,content,raw,247,0.10064062,0.081146784,0.11807584,160,neutral
8,sys_t1,content,raw,248,0.107105315,0.086120345,0.13182439,160,neutral
8,sys_t1,content,raw,249,0.09526463,0.07575026,0.112088,160,neutral
8,sys_t1,all,ewma,0,3.9149287e-05,3.91485e-05,3.9150073e-05,200,neutral
8,sys_t1,all,ewma,1,0.41324183,0.41309708,0.4133865,200,neutral
8,sys_t1,all,ewma,2,0.53707397,0.53690547,0.5372425,200,neutral
8,sys_t1,all,ewma,3,0.7047467,0.70463955,0.70485365,200,neutral
8,sys_t1,all,ewma,4,0.8006186,0.80054826,0.800689,200,neutral
8,sys_t1,all,ewma,5,0.84374344,0.84373015,0.84375656,200,neutral
8,sys_t1,all,ewma,6,0.8605806,0.8605039,0.8606573,200,neutral
8,sys_t1,all,ewma,7,0.8808355,0.880796,0.880875,200,neutral
8,sys_t1,all,ewma,8,0.7339851,0.7339341,0.7340362,200,neutral
8,sys_t1,all,ewma,9,0.7475404,0.74748284,0.7475981,200,neutral
8,sys_t1,all,ewma,10,0.5914532,0.59141266,0.59149355,200,neutral
8,sys_t1,all,ewma,11,0.4682071,0.4681374,0.4682769,200,neutral
8,sys_t1,all,ewma,12,0.50568295,0.5056813,0.5056846,200,neutral
8,sys_t1,all,ewma,13,0.42775387,0.42775303,0.42775464,200,neutral
8,sys_t1,all,ewma,14,0.44151375,0.44143093,0.44159672,200,neutral
8,sys_t1,all,ewma,15,0.5779417,0.57787627,0.57800704,200,neutral
8,sys_t1,all,ewma,16,0.66517663,0.6651038,0.66524947,200,neutral
8,sys_t1,all,ewma,17,0.53531075,0.53530157,0.53532016,200,neutral
8,sys_t1,all,ewma,18,0.52315867,0.52303845,0.5232792,200,neutral
8,sys_t1,all,ewma,19,0.45650864,0.4563856,0.45663166,200,neutral
8,sys_t1,all,ewma,20,0.52242845,0.5222596,0.52259743,200,neutral
8,sys_t1,all,ewma,21,0.40105048,0.4009365,0.40116453,200,neutral
8,sys_t1,all,ewma,22,0.3019703,0.301886,0.30205467,200,neutral
8,sys_t1,all,ewma,23,0.23393089,0.23386599,0.23399583,200,neutral
8,sys_t1,all,ewma,24,0.22671217,0.22666058,0.22676368,200,neutral
8,sys_t1,all,ewma,25,0.18863705,0.18859835,0.18867572,200,neutral
8,sys_t1,all,ewma,26,0.14312585,0.143097,0.1431547,200,neutral
8,sys_t1,all,ewma,27,0.14307629,0.14303273,0.14311984,200,neutral
8,sys_t1,all,ewma,28,0.11520716,0.115175806,0.11523852,200,neutral
8,sys_t1,all,ewma,29,0.10385254,0.103818715,0.103886366,200,neutral
8,sys_t1,all,ewma,30,0.07836549,0.07833926,0.078391716,200,neutral
8,sys_t1,all,ewma,31,0.059404477,0.0593844,0.059424564,200,neutral
8,sys_t1,all,ewma,32,0.045098968,0.045083288,0.045114662,200,neutral
8,sys_t1,all,ewma,33,0.03414191,0.034130286,0.03415353,200,neutral
8,sys_t1,all,ewma,34,0.05059431,0.05058879,0.05059984,200,neutral
8,sys_t1,all,ewma,35,0.039533094,0.039524518,0.039541673,200,neutral
8,sys_t1,all,ewma,36,0.048206124,0.048203725,0.04820852,200,neutral
8,sys_t1,all,ewma,37,0.036485814,0.03648435,0.03648728,200,neutral
8,sys_t1,all,ewma,38,0.030049343,0.03004887,0.030049814,200,neutral
8,sys_t1,all,ewma,39,0.035526466,0.035513416,0.035539508,200,neutral
8,sys_t1,all,ewma,40,0.04272217,0.042703766,0.042740565,200,neutral
8,sys_t1,all,ewma,41,0.039354242,0.039324317,0.039384153,200,neutral
8,sys_t1,all,ewma,42,0.032252382,0.03223089,0.03227387,200,neutral
8,sys_t1,all,ewma,43,0.027638009,0.027612945,0.02766307,200,neutral
8,sys_t1,all,ewma,44,0.057873584,0.057856247,0.05789091,200,neutral
8,sys_t1,all,ewma,45,0.05191888,0.051907614,0.05193013,200,neutral
8,sys_t1,all,ewma,46,0.063302815,0.063272245,0.06333337,200,neutral
8,sys_t1,all,ewma,47,0.0777785,0.07777542,0.077781565,200,neutral
8,sys_t1,all,ewma,48,0.09797593,0.0979135,0.098038346,200,neutral
8,sys_t1,all,ewma,49,0.07633705,0.07628476,0.07638934,200,neutral
8,sys_t1,all,ewma,50,0.058107167,0.05807314,0.058141198,200,neutral
8,sys_t1,all,ewma,51,0.06010096,0.060051043,0.060150884,200,neutral
8,sys_t1,all,ewma,52,0.08043095,0.08029014,0.080571756,200,neutral
8,sys_t1,all,ewma,53,0.061965216,0.061858494,0.062071957,200,neutral
8,sys_t1,all,ewma,54,0.15281482,0.15275247,0.1528772,200,neutral
8,sys_t1,all,ewma,55,0.12998176,0.12994054,0.13002302,200,neutral
8,sys_t1,all,ewma,56,0.12730253,0.12728497,0.12732005,200,neutral
8,sys_t1,all,ewma,57,0.12780137,0.12777579,0.12782688,200,neutral
8,sys_t1,all,ewma,58,0.11928576,0.11924909,0.11932245,200,neutral
8,sys_t1,all,ewma,59,0.095232956,0.0952025,0.095263414,200,neutral
8,sys_t1,all,ewma,60,0.09084481,0.09082776,0.09086189,200,neutral
8,sys_t1,all,ewma,61,0.07958171,0.07954622,0.0796172,200,neutral
8,sys_t1,all,ewma,62,0.08324483,0.08020457,0.08585718,200,neutral
8,sys_t1,all,ewma,63,0.08849969,0.0841413,0.09369433,200,neutral
8,sys_t1,all,ewma,64,0.086466044,0.0810708,0.09196214,200,neutral
8,sys_t1,all,ewma,65,0.08207597,0.07670569,0.08723529,200,neutral
8,sys_t1,all,ewma,66,0.07887788,0.07227776,0.08400567,200,neutral
8,sys_t1,all,ewma,67,0.0751844,0.06898289,0.08139401,200,neutral
8,sys_t1,all,ewma,68,0.07807611,0.07093978,0.08501591,200,neutral
8,sys_t1,all,ewma,69,0.07851788,0.07047379,0.08592463,200,neutral
8,sys_t1,all,ewma,70,0.078055255,0.06952614,0.08678374,200,neutral
8,sys_t1,all,ewma,71,0.0751161,0.066763625,0.08331923,200,neutral
8,sys_t1,all,ewma,72,0.07387511,0.06534176,0.08188607,200,neutral
8,sys_t1,all,ewma,73,0.073297404,0.06526232,0.08248564,200,neutral
8,sys_t1,all,ewma,74,0.07445391,0.06436706,0.08478433,200,neutral
8,sys_t1,all,ewma,75,0.07292291,0.06260734,0.082049824,200,neutral
8,sys_t1,all,ewma,76,0.073220655,0.0629243,0.08302399,200,neutral
8,sys_t1,all,ewma,77,0.07391044,0.06272578,0.084678404,199,neutral
8,sys_t1,all,ewma,78,0.073295,0.06271741,0.08518964,199,neutral
8,sys_t1,all,ewma,79,0.07750125,0.06677397,0.08965222,199,neutral
8,sys_t1,all,ewma,80,0.076996684,0.06644733,0.08974747,199,neutral
8,sys_t1,all,ewma,81,0.07612915,0.06607115,0.08969256,199,neutral
8,sys_t1,all,ewma,82,0.074628636,0.064753756,0.08742327,199,neutral
8,sys_t1,all,ewma,83,0.0742239,0.064915575,0.08576253,199,neutral
8,sys_t1,all,ewma,84,0.07886978,0.06888127,0.09095088,199,neutral
8,sys_t1,all,ewma,85,0.07614326,0.0657518,0.0867972,199,neutral
8,sys_t1,all,ewma,86,0.079385504,0.068268485,0.09062159,199,neutral
8,sys_t1,all,ewma,87,0.07929941,0.069858775,0.091251105,199,neutral
8,sys_t1,all,ewma,88,0.077612504,0.06787239,0.08759467,199,neutral
8,sys_t1,all,ewma,89,0.07381456,0.06504248,0.082455404,199,neutral
8,sys_t1,all,ewma,90,0.07499422,0.06641738,0.08559367,199,neutral
8,sys_t1,all,ewma,91,0.073659435,0.065042466,0.08392246,199,neutral
8,sys_t1,all,ewma,92,0.07157165,0.06272912,0.08068705,199,neutral
8,sys_t1,all,ewma,93,0.070401445,0.06173936,0.08054204,199,neutral
8,sys_t1,all,ewma,94,0.06911028,0.060532756,0.078698695,199,neutral
8,sys_t1,all,ewma,95,0.07016617,0.061358783,0.08041528,199,neutral
8,sys_t1,all,ewma,96,0.06894591,0.060582105,0.07943514,199,neutral
8,sys_t1,all,ewma,97,0.07029432,0.06116673,0.08167695,199,neutral
8,sys_t1,all,ewma,98,0.06589082,0.05748988,0.07649209,199,neutral
8,sys_t1,all,ewma,99,0.0696108,0.06064199,0.07966749,198,neutral
8,sys_t1,all,ewma,100,0.07028398,0.060963154,0.08090428,198,neutral
8,sys_t1,all,ewma,101,0.07286269,0.06352168,0.08384549,198,neutral
8,sys_t1,all,ewma,102,0.070256636,0.062425155,0.08048188,198,neutral
8,sys_t1,all,ewma,103,0.071860544,0.06386658,0.082552426,198,neutral
8,sys_t1,all,ewma,104,0.0714575,0.062378302,0.080565944,197,neutral
8,sys_t1,all,ewma,105,0.072956674,0.064406045,0.082180664,197,neutral
8,sys_t1,all,ewma,106,0.07324588,0.06341056,0.082772546,196,neutral
8,sys_t1,all,ewma,107,0.07809691,0.06606888,0.088538334,196,neutral
8,sys_t1,all,ewma,108,0.077113174,0.06532769,0.086909965,195,neutral
8,sys_t1,all,ewma,109,0.0801689,0.06756159,0.09061948,195,neutral
8,sys_t1,all,ewma,110,0.07899194,0.06787852,0.09051768,195,neutral
8,sys_t1,all,ewma,111,0.078044266,0.067002594,0.08816388,194,neutral
8,sys_t1,all,ewma,112,0.07594365,0.06620196,0.085684724,194,neutral
8,sys_t1,all,ewma,113,0.0781066,0.06816785,0.089543544,194,neutral
8,sys_t1,all,ewma,114,0.079262756,0.069469504,0.090784505,193,neutral
8,sys_t1,all,ewma,115,0.0782518,0.068112954,0.09066167,193,neutral
8,sys_t1,all,ewma,116,0.078629546,0.06834338,0.089853846,193,neutral
8,sys_t1,all,ewma,117,0.079667844,0.06850738,0.09141797,193,neutral
8,sys_t1,all,ewma,118,0.07994968,0.06772597,0.09186569,193,neutral
8,sys_t1,all,ewma,119,0.08271924,0.070458785,0.094440304,193,neutral
8,sys_t1,all,ewma,120,0.08002312,0.06983471,0.09063561,192,neutral
8,sys_t1,all,ewma,121,0.08226377,0.072145045,0.09246285,192,neutral
8,sys_t1,all,ewma,122,0.08423737,0.07435354,0.095523685,192,neutral
8,sys_t1,all,ewma,123,0.08251653,0.07284218,0.09364781,191,neutral
8,sys_t1,all,ewma,124,0.08521791,0.075035796,0.09665768,191,neutral
8,sys_t1,all,ewma,125,0.086753614,0.07481625,0.098985694,191,neutral
8,sys_t1,all,ewma,126,0.08729154,0.07498676,0.099325255,191,neutral
8,sys_t1,all,ewma,127,0.08671283,0.0746025,0.09928778,191,neutral
8,sys_t1,all,ewma,128,0.08609277,0.07383648,0.09805062,190,neutral
8,sys_t1,all,ewma,129,0.08683218,0.07399869,0.09913502,189,neutral
8,sys_t1,all,ewma,130,0.08800223,0.075678244,0.10090509,189,neutral
8,sys_t1,all,ewma,131,0.088569805,0.07751316,0.10116492,189,neutral
8,sys_t1,all,ewma,132,0.08760554,0.076594286,0.09973176,189,neutral
8,sys_t1,all,ewma,133,0.08799437,0.07640223,0.09921156,189,neutral
8,sys_t1,all,ewma,134,0.088166215,0.078200996,0.0988155,189,neutral
8,sys_t1,all,ewma,135,0.08583462,0.0766771,0.09653957,189,neutral
8,sys_t1,all,ewma,136,0.084536575,0.074664086,0.09518844,189,neutral
8,sys_t1,all,ewma,137,0.08436853,0.07425128,0.09491376,189,neutral
8,sys_t1,all,ewma,138,0.088208176,0.07908842,0.098436944,189,neutral
8,sys_t1,all,ewma,139,0.08808698,0.077593915,0.09811271,189,neutral
8,sys_t1,all,ewma,140,0.08899642,0.07825753,0.10191818,188,neutral
8,sys_t1,all,ewma,141,0.08972399,0.07944227,0.102045745,188,neutral
8,sys_t1,all,ewma,142,0.091161355,0.08064233,0.102725156,188,neutral
8,sys_t1,all,ewma,143,0.08939515,0.077436104,0.10134892,188,neutral
8,sys_t1,all,ewma,144,0.09010351,0.07958881,0.10297852,188,neutral
8,sys_t1,all,ewma,145,0.08905525,0.07739074,0.10221177,188,neutral
8,sys_t1,all,ewma,146,0.08802572,0.07641676,0.101547256,188,neutral
8,sys_t1,all,ewma,147,0.08780804,0.076134466,0.101176016,188,neutral
8,sys_t1,all,ewma,148,0.08629137,0.073925674,0.09842913,188,neutral
8,sys_t1,all,ewma,149,0.08586965,0.07353627,0.09857132,188,neutral
8,sys_t1,all,ewma,150,0.0874371,0.07677108,0.10161097,188,neutral
8,sys_t1,all,ewma,151,0.087552436,0.076862074,0.09925756,188,neutral
8,sys_t1,all,ewma,152,0.08487357,0.07483885,0.09577806,188,neutral
8,sys_t1,all,ewma,153,0.08619444,0.07595317,0.09557859,187,neutral
8,sys_t1,all,ewma,154,0.09047934,0.078802265,0.10309459,187,neutral
8,sys_t1,all,ewma,155,0.09298894,0.08211696,0.1059505,187,neutral
8,sys_t1,all,ewma,156,0.09542173,0.08444125,0.10869446,186,neutral
8,sys_t1,all,ewma,157,0.09615503,0.0838044,0.10849178,186,neutral
8,sys_t1,all,ewma,158,0.096442714,0.08309792,0.109691456,186,neutral
8,sys_t1,all,ewma,159,0.100222036,0.08591163,0.113819055,184,neutral
8,sys_t1,all,ewma,160,0.10049172,0.086592756,0.11585627,184,neutral
8,sys_t1,all,ewma,161,0.10211648,0.08950474,0.11720087,184,neutral
8,sys_t1,all,ewma,162,0.10467996,0.090163685,0.119843416,184,neutral
8,sys_t1,all,ewma,163,0.10132297,0.087709025,0.11562409,184,neutral
8,sys_t1,all,ewma,164,0.10256811,0.089150354,0.11648189,183,neutral
8,sys_t1,all,ewma,165,0.10527619,0.092365436,0.11903767,183,neutral
8,sys_t1,all,ewma,166,0.10538028,0.09152291,0.11971987,183,neutral
8,sys_t1,all,ewma,167,0.10634156,0.09445967,0.12112225,183,neutral
8,sys_t1,all,ewma,168,0.106947735,0.09456051,0.12114486,183,neutral
8,sys_t1,all,ewma,169,0.10517042,0.093552716,0.11985461,183,neutral
8,sys_t1,all,ewma,170,0.10366025,0.09280953,0.11761028,183,neutral
8,sys_t1,all,ewma,171,0.10435996,0.0920991,0.11620681,183,neutral
8,sys_t1,all,ewma,172,0.10733043,0.092824824,0.12166299,182,neutral
8,sys_t1,all,ewma,173,0.110532604,0.095658965,0.12761952,182,neutral
8,sys_t1,all,ewma,174,0.108903736,0.09456288,0.12575646,182,neutral
8,sys_t1,all,ewma,175,0.10868781,0.094887406,0.12573852,182,neutral
8,sys_t1,all,ewma,176,0.10814104,0.09382632,0.124445386,181,neutral
8,sys_t1,all,ewma,177,0.10505521,0.09093179,0.119243704,181,neutral
8,sys_t1,all,ewma,178,0.10444478,0.09030696,0.11833455,181,neutral
8,sys_t1,all,ewma,179,0.10581358,0.09284297,0.120489165,181,neutral
8,sys_t1,all,ewma,180,0.10812399,0.09505583,0.12372968,180,neutral
8,sys_t1,all,ewma,181,0.10709506,0.0938132,0.12294861,180,neutral
8,sys_t1,all,ewma,182,0.11098894,0.09785278,0.12674099,178,neutral
8,sys_t1,all,ewma,183,0.11116637,0.097947724,0.12643583,178,neutral
8,sys_t1,all,ewma,184,0.110358626,0.09775786,0.12562309,178,neutral
8,sys_t1,all,ewma,185,0.10911766,0.095079795,0.12779285,178,neutral
8,sys_t1,all,ewma,186,0.1056475,0.09201779,0.12317128,176,neutral
8,sys_t1,all,ewma,187,0.107693374,0.09480345,0.12401297,175,neutral
8,sys_t1,all,ewma,188,0.11131206,0.09641117,0.12852177,175,neutral
8,sys_t1,all,ewma,189,0.11213434,0.097581334,0.12938853,175,neutral
8,sys_t1,all,ewma,190,0.112432346,0.098142266,0.13051824,175,neutral
8,sys_t1,all,ewma,191,0.11153198,0.098273754,0.13081948,175,neutral
8,sys_t1,all,ewma,192,0.11494459,0.10062557,0.13631043,174,neutral
8,sys_t1,all,ewma,193,0.11562341,0.10131076,0.13579181,174,neutral
8,sys_t1,all,ewma,194,0.11230407,0.097849965,0.13090728,173,neutral
8,sys_t1,all,ewma,195,0.11323224,0.09963665,0.13110071,173,neutral
8,sys_t1,all,ewma,196,0.113775894,0.10148946,0.12916093,173,neutral
8,sys_t1,all,ewma,197,0.11206193,0.098147064,0.12793128,173,neutral
8,sys_t1,all,ewma,198,0.115757085,0.10220952,0.13307461,173,neutral
8,sys_t1,all,ewma,199,0.115626805,0.100697994,0.13351879,173,neutral
8,sys_t1,all,ewma,200,0.116231896,0.10190132,0.13246636,172,neutral
8,sys_t1,all,ewma,201,0.11914938,0.103524745,0.1349942,171,neutral
8,sys_t1,all,ewma,202,0.11580371,0.09979972,0.13285303,171,neutral
8,sys_t1,all,ewma,203,0.11198152,0.098091334,0.12797408,171,neutral
8,sys_t1,all,ewma,204,0.11312334,0.09879251,0.12919475,171,neutral
8,sys_t1,all,ewma,205,0.11466312,0.1004536,0.13159686,171,neutral
8,sys_t1,all,ewma,206,0.111340515,0.09884288,0.1265252,171,neutral
8,sys_t1,all,ewma,207,0.10906381,0.09572924,0.12440501,170,neutral
8,sys_t1,all,ewma,208,0.111377425,0.09581914,0.12814589,170,neutral
8,sys_t1,all,ewma,209,0.11082795,0.0967983,0.12814973,170,neutral
8,sys_t1,all,ewma,210,0.11439265,0.102017194,0.13118207,170,neutral
8,sys_t1,all,ewma,211,0.11434203,0.099383116,0.13223968,169,neutral
8,sys_t1,all,ewma,212,0.11300578,0.096031584,0.1305893,169,neutral
8,sys_t1,all,ewma,213,0.11240879,0.095707275,0.12880711,169,neutral
8,sys_t1,all,ewma,214,0.10971273,0.09505003,0.124881126,169,neutral
8,sys_t1,all,ewma,215,0.10848214,0.09318655,0.12493821,169,neutral
8,sys_t1,all,ewma,216,0.10980102,0.095509104,0.12631904,169,neutral
8,sys_t1,all,ewma,217,0.11181388,0.09823198,0.12908848,169,neutral
8,sys_t1,all,ewma,218,0.11545067,0.10107161,0.1335603,169,neutral
8,sys_t1,all,ewma,219,0.11695783,0.10376281,0.13318375,169,neutral
8,sys_t1,all,ewma,220,0.11793123,0.105263084,0.13489363,168,neutral
8,sys_t1,all,ewma,221,0.11436404,0.10072071,0.12871408,168,neutral
8,sys_t1,all,ewma,222,0.110984765,0.09623884,0.1277293,167,neutral
8,sys_t1,all,ewma,223,0.11037578,0.09702826,0.1259574,167,neutral
8,sys_t1,all,ewma,224,0.11082864,0.09939081,0.12533939,167,neutral
8,sys_t1,all,ewma,225,0.10994116,0.096733764,0.12803575,166,neutral
8,sys_t1,all,ewma,226,0.110488325,0.09612097,0.1284625,165,neutral
8,sys_t1,all,ewma,227,0.10889815,0.09492364,0.12681288,164,neutral
8,sys_t1,all,ewma,228,0.10928245,0.09492061,0.127413,164,neutral
8,sys_t1,all,ewma,229,0.11056038,0.095744625,0.13023086,164,neutral
8,sys_t1,all,ewma,230,0.10624921,0.0917464,0.123404734,164,neutral
8,sys_t1,all,ewma,231,0.111256,0.09569455,0.12866083,164,neutral
8,sys_t1,all,ewma,232,0.11150647,0.09472095,0.12896073,163,neutral
8,sys_t1,all,ewma,233,0.112798244,0.097006805,0.13024157,163,neutral
8,sys_t1,all,ewma,234,0.110486925,0.09353601,0.12820172,163,neutral
8,sys_t1,all,ewma,235,0.111892655,0.096163616,0.1289208,163,neutral
8,sys_t1,all,ewma,236,0.11122391,0.09434703,0.12871596,162,neutral
8,sys_t1,all,ewma,237,0.11458914,0.09766698,0.13409902,162,neutral
8,sys_t1,all,ewma,238,0.11147071,0.094300166,0.1303539,162,neutral
8,sys_t1,all,ewma,239,0.10771158,0.09134993,0.12720309,162,neutral
8,sys_t1,all,ewma,240,0.10785478,0.092367046,0.12784077,162,neutral
8,sys_t1,all,ewma,241,0.106156655,0.090640076,0.1260154,162,neutral
8,sys_t1,all,ewma,242,0.1002649,0.085284986,0.11901944,162,neutral
8,sys_t1,all,ewma,243,0.099429436,0.08523486,0.11423403,162,neutral
8,sys_t1,all,ewma,244,0.1009189,0.08767199,0.114146106,162,neutral
8,sys_t1,all,ewma,245,0.098661266,0.08390342,0.111534216,162,neutral
8,sys_t1,all,ewma,246,0.10419569,0.09057304,0.11693272,160,neutral
8,sys_t1,all,ewma,247,0.103306875,0.09112232,0.117081545,160,neutral
8,sys_t1,all,ewma,248,0.10425649,0.09154532,0.11803326,160,neutral
8,sys_t1,all,ewma,249,0.10200854,0.08985955,0.114998735,160,neutral
8,sys_t1,content,ewma,0,,,,0,neutral
8,sys_t1,content,ewma,1,,,,0,neutral
8,sys_t1,content,ewma,2,,,,0,neutral
8,sys_t1,content,ewma,3,,,,0,neutral
8,sys_t1,content,ewma,4,0.9972313,0.9972269,0.9972367,200,neutral
8,sys_t1,content,ewma,5,0.9659086,0.9658396,0.9659895,200,neutral
8,sys_t1,content,ewma,6,0.9383175,0.9382457,0.9383788,200,neutral
8,sys_t1,content,ewma,7,0.93655324,0.9365322,0.9365711,200,neutral
8,sys_t1,content,ewma,8,0.74020493,0.7401592,0.74024385,200,neutral
8,sys_t1,content,ewma,9,0.75387484,0.7538162,0.753925,200,neutral
8,sys_t1,content,ewma,10,0.57951975,0.57948095,0.579553,200,neutral
8,sys_t1,content,ewma,11,0.4502193,0.45014113,0.450286,200,neutral
8,sys_t1,content,ewma,12,0.49463588,0.49463174,0.49464068,200,neutral
8,sys_t1,content,ewma,13,0.41645572,0.41645217,0.41645977,200,neutral
8,sys_t1,content,ewma,14,0.43357995,0.43349174,0.43368307,200,neutral
8,sys_t1,content,ewma,15,0.57510453,0.5750355,0.5751854,200,neutral
8,sys_t1,content,ewma,16,0.6645181,0.66444266,0.6646066,200,neutral
8,sys_t1,content,ewma,17,0.53321195,0.53320223,0.53321993,200,neutral
8,sys_t1,content,ewma,18,0.52147937,0.5213574,0.52162194,200,neutral
8,sys_t1,content,ewma,19,0.45478967,0.4546656,0.45493492,200,neutral
8,sys_t1,content,ewma,20,0.52148473,0.5213151,0.5216833,200,neutral
8,sys_t1,content,ewma,21,0.39987248,0.39975816,0.4000065,200,neutral
8,sys_t1,content,ewma,22,0.3008009,0.30071637,0.3008999,200,neutral
8,sys_t1,content,ewma,23,0.23290779,0.23284279,0.2329839,200,neutral
8,sys_t1,content,ewma,24,0.22593266,0.22587271,0.22598384,200,neutral
8,sys_t1,content,ewma,25,0.18800594,0.18796098,0.18804435,200,neutral
8,sys_t1,content,ewma,26,0.14261223,0.14257866,0.14264089,200,neutral
8,sys_t1,content,ewma,27,0.14269094,0.14264023,0.14273426,200,neutral
8,sys_t1,content,ewma,28,0.11490388,0.11486737,0.11493507,200,neutral
8,sys_t1,content,ewma,29,0.10362047,0.10358107,0.103654124,200,neutral
8,sys_t1,content,ewma,30,0.07818428,0.07815373,0.07821036,200,neutral
8,sys_t1,content,ewma,31,0.059264336,0.059240952,0.05928432,200,neutral
8,sys_t1,content,ewma,32,0.044991616,0.04497334,0.04500723,200,neutral
8,sys_t1,content,ewma,33,0.034060143,0.034046598,0.0340717,200,neutral
8,sys_t1,content,ewma,34,0.050534483,0.05052898,0.050540924,200,neutral
8,sys_t1,content,ewma,35,0.03948741,0.039478872,0.039497424,200,neutral
8,sys_t1,content,ewma,36,0.048172202,0.048169807,0.04817501,200,neutral
8,sys_t1,content,ewma,37,0.036459997,0.036458537,0.036461707,200,neutral
8,sys_t1,content,ewma,38,0.0300298,0.03002925,0.030030265,200,neutral
8,sys_t1,content,ewma,39,0.03551182,0.035498835,0.03552704,200,neutral
8,sys_t1,content,ewma,40,0.042711325,0.042689882,0.042729646,200,neutral
8,sys_t1,content,ewma,41,0.03934613,0.03931124,0.039375916,200,neutral
8,sys_t1,content,ewma,42,0.032246206,0.032221146,0.0322676,200,neutral
8,sys_t1,content,ewma,43,0.027633414,0.027604192,0.027658375,200,neutral
8,sys_t1,content,ewma,44,0.057870097,0.057852834,0.057890322,200,neutral
8,sys_t1,content,ewma,45,0.051916394,0.051905185,0.051929526,200,neutral
8,sys_t1,content,ewma,46,0.063300915,0.0632653,0.06333134,200,neutral
8,sys_t1,content,ewma,47,0.07777731,0.07777373,0.07778035,200,neutral
8,sys_t1,content,ewma,48,0.09797481,0.09790203,0.098036945,200,neutral
8,sys_t1,content,ewma,49,0.07633659,0.0762756,0.07638867,200,neutral
8,sys_t1,content,ewma,50,0.05810652,0.058066852,0.05814041,200,neutral
8,sys_t1,content,ewma,51,0.060100652,0.06004243,0.06015037,200,neutral
8,sys_t1,content,ewma,52,0.08043084,0.08026664,0.08057107,200,neutral
8,sys_t1,content,ewma,53,0.06196513,0.061840676,0.062071424,200,neutral
8,sys_t1,content,ewma,54,0.15281475,0.15274206,0.15287685,200,neutral
8,sys_t1,content,ewma,55,0.12998174,0.12994069,0.13002978,200,neutral
8,sys_t1,content,ewma,56,0.12730223,0.12728475,0.12732269,200,neutral
8,sys_t1,content,ewma,57,0.12780136,0.12777156,0.12782677,200,neutral
8,sys_t1,content,ewma,58,0.119285755,0.119242966,0.11932229,200,neutral
8,sys_t1,content,ewma,59,0.09523294,0.09519742,0.09526328,200,neutral
8,sys_t1,content,ewma,60,0.0908448,0.09082783,0.09086468,200,neutral
8,sys_t1,content,ewma,61,0.0908448,0.09082783,0.09086468,200,neutral
8,sys_t1,content,ewma,62,0.09169201,0.08875242,0.0947722,200,neutral
8,sys_t1,content,ewma,63,0.094835065,0.09016591,0.09958098,200,neutral
8,sys_t1,content,ewma,64,0.091217615,0.08582012,0.09750641,200,neutral
8,sys_t1,content,ewma,65,0.085639626,0.07994031,0.09265343,200,neutral
8,sys_t1,content,ewma,66,0.08155062,0.07455297,0.08951999,200,neutral
8,sys_t1,content,ewma,67,0.077188976,0.070505224,0.084587105,200,neutral
8,sys_t1,content,ewma,68,0.07957952,0.07102902,0.08812059,200,neutral
8,sys_t1,content,ewma,69,0.079645455,0.070100464,0.090282835,200,neutral
8,sys_t1,content,ewma,70,0.07890094,0.06872032,0.09053826,200,neutral
8,sys_t1,content,ewma,71,0.07575034,0.06685989,0.08751753,200,neutral
8,sys_t1,content,ewma,72,0.074350804,0.06556355,0.08630001,200,neutral
